Date,ALL,éÄé“êî,ä¥êıé“_7ì˙ïΩãœ,éÄñSé“_7ì˙ïΩãœ,ívéÄó¶
2022/9/18,64018.0,82.0,62338.71428571428,127.71428571428572,0.001193938185626451
2022/9/19,38048.0,73.0,61127.28571428572,118.57142857142856,0.0011848811963794518
2022/9/20,31738.0,124.0,59401.28571428572,105.0,0.0012120949762992141
2022/9/21,69821.0,120.0,54863.28571428572,95.0,0.0012134057904974183
2022/9/22,77371.0,106.0,52398.71428571428,89.57142857142857,0.0012023195770888599
2022/9/23,63849.0,91.0,53186.57142857143,91.71428571428572,0.0011495920022776963
2022/9/24,39198.0,69.0,54431.142857142855,74.0,0.0010970610312373695
2022/9/25,46766.0,44.0,51576.857142857145,70.57142857142857,0.0010968374520133614
2022/9/26,43563.0,88.0,46552.857142857145,73.57142857142857,0.001184521434928039
2022/9/27,40450.0,0.0,42674.28571428572,76.42857142857143,0.0011917514729512585
2022/9/28,49841.0,96.0,42134.57142857143,82.42857142857143,0.001305341389154478
2022/9/29,42203.0,127.0,39670.28571428572,86.28571428571429,0.0014368436973337365
2022/9/30,36699.0,111.0,35615.857142857145,81.28571428571429,0.0015723333507145693
2022/10/1,35420.0,111.0,35493.142857142855,90.57142857142856,0.0015938692383237003
2022/10/2,29516.0,71.0,34242.42857142857,88.14285714285714,0.001697977029332866
2022/10/3,15182.0,53.0,33003.0,83.0,0.0017487587708476721
2022/10/4,39591.0,65.0,32026.14285714286,77.57142857142857,0.0018690088008457373
2022/10/5,41086.0,79.0,30791.14285714286,74.42857142857143,0.0018604608004157037
2022/10/6,33527.0,91.0,29821.0,72.42857142857143,0.00191619520280531
2022/10/7,29861.0,73.0,29516.85714285714,72.0,0.0019359397535548696
2022/10/8,26775.0,89.0,25738.85714285714,66.57142857142857,0.002131296760872943
2022/10/9,22725.0,57.0,26377.0,63.0,0.001971414489896501
2022/10/10,13053.0,50.0,28117.85714285714,61.142857142857146,0.001839197256446082
2022/10/11,13145.0,27.0,29075.14285714286,59.71428571428572,0.0017196820062301622
2022/10/12,45553.0,54.0,30246.714285714286,56.57142857142857,0.0017191950011099198
2022/10/13,45713.0,78.0,31240.714285714286,55.142857142857146,0.0016782129547065414
2022/10/14,36562.0,63.0,31575.285714285717,50.85714285714285,0.0016513819578603517
2022/10/15,34976.0,67.0,35746.57142857143,55.0,0.0014906524501850328
2022/10/16,29683.0,47.0,35465.57142857143,57.0,0.00155885587229466
2022/10/17,15395.0,20.0,34098.57142857143,56.0,0.001638108006200511
2022/10/18,42344.0,56.0,33448.142857142855,56.57142857142857,0.0017511115287203647
2022/10/19,43586.0,68.0,33285.142857142855,58.142857142857146,0.0018369414067194289
2022/10/20,36144.0,71.0,33454.0,57.71428571428572,0.0019429664614096969
2022/10/21,32009.0,67.0,33661.28571428572,59.85714285714285,0.002062564455139223
2022/10/22,33835.0,78.0,34436.28571428572,57.285714285714285,0.0021074116173139625
2022/10/23,30865.0,44.0,35402.57142857143,57.142857142857146,0.0021427014986804835
2022/10/24,16846.0,35.0,36321.42857142857,57.142857142857146,0.0021710914454277285
2022/10/25,47769.0,38.0,37372.57142857143,54.85714285714285,0.0021329622947310477
2022/10/26,50350.0,67.0,38900.142857142855,52.0,0.00211530622362753
2022/10/27,42576.0,71.0,40298.71428571428,51.71428571428572,0.0020915236572595372
2022/10/28,39367.0,51.0,41092.0,50.0,0.002165871702521172
2022/10/29,44528.0,58.0,43608.857142857145,52.0,0.002099835551100366
2022/10/30,40655.0,42.0,46482.71428571428,52.42857142857143,0.0019884503916970677
2022/10/31,22399.0,23.0,50073.71428571428,52.142857142857146,0.0020027616428351346
2022/11/1,65387.0,52.0,49322.42857142857,53.285714285714285,0.0020593355094900316
2022/11/2,70467.0,70.0,53579.857142857145,55.285714285714285,0.0020450115848439842
2022/11/3,67713.0,69.0,57282.42857142857,55.85714285714285,0.0020350294405913553
2022/11/4,34108.0,59.0,58610.0,58.57142857142857,0.001981621858775928
2022/11/5,74330.0,72.0,60914.28571428572,61.142857142857146,0.0019090056285178234
2022/11/6,66573.0,46.0,63336.0,65.0,0.0019781121997870764
2022/11/7,31692.0,42.0,64873.42857142857,69.42857142857143,0.0019752749309644713
2022/11/8,81517.0,70.0,70590.0,72.57142857142857,0.0019084046708356102
2022/11/9,87419.0,97.0,71341.28571428571,75.85714285714286,0.001906329534691393
2022/11/10,78475.0,100.0,71685.0,78.85714285714286,0.0019968313753624487
2022/11/11,74124.0,81.0,72528.28571428571,79.71428571428571,0.00207603732927843
2022/11/12,79589.0,95.0,75580.28571428571,82.28571428571429,0.0021566470470379654
2022/11/13,68979.0,67.0,78411.57142857143,84.28571428571429,0.002107925032930635
2022/11/14,37595.0,48.0,80496.85714285714,89.0,0.0020692910814619206
2022/11/15,102881.0,88.0,81989.57142857143,91.57142857142856,0.00205601060762083
2022/11/16,107238.0,111.0,83470.85714285714,92.42857142857144,0.002009255582786807
2022/11/17,93072.0,133.0,84725.14285714286,100.28571428571428,0.00198119633908639
2022/11/18,84573.0,99.0,85420.42857142857,101.57142857142856,0.002067086662106589
2022/11/19,89958.0,101.0,88088.57142857143,109.57142857142856,0.0020709675326781485
2022/11/20,77759.0,122.0,91831.0,116.57142857142856,0.002051905907902249
2022/11/21,42462.0,57.0,87124.71428571429,116.14285714285714,0.0022266930983991747
2022/11/22,121558.0,144.0,91740.28571428572,116.28571428571428,0.0021302372224696426
2022/11/23,133435.0,160.0,96796.28571428572,125.28571428571428,0.0021178498584656434
2022/11/24,60128.0,130.0,99745.0,128.14285714285714,0.002102504242962411
2022/11/25,116882.0,100.0,100702.42857142857,134.71428571428572,0.002130747307839079
2022/11/26,125350.0,164.0,101549.14285714286,136.0,0.00215659131961443
2022/11/27,98400.0,142.0,102270.57142857143,143.14285714285714,0.002200046375580742
2022/11/28,49164.0,103.0,110575.0,150.57142857142858,0.0020890798100836536
2022/11/29,127485.0,153.0,109591.0,163.0,0.0021769253731732403
2022/11/30,138485.0,210.0,107345.57142857143,165.28571428571428,0.0022450856313188778
2022/12/1,118259.0,182.0,106091.57142857143,166.57142857142858,0.002341642866472495
2022/12/2,109994.0,187.0,105880.28571428572,168.57142857142858,0.0024299680771545217
2022/12/3,109632.0,180.0,107277.42857142857,167.71428571428572,0.0024728940450793806
2022/12/4,89622.0,151.0,108830.42857142857,167.85714285714286,0.0025360554361765946
2022/12/5,47685.0,117.0,110951.85714285714,176.57142857142858,0.002582844811713703
2022/12/6,137265.0,147.0,113485.57142857143,182.42857142857144,0.0025717555032168968
2022/12/7,149356.0,211.0,117224.71428571428,188.42857142857144,0.0025384700690858704
2022/12/8,133109.0,243.0,121491.42857142857,194.0,0.002589247918724425
